TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
Classe;52.766.910/0001-83;BELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;47.215.387/0001-67;CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;BELL;52766910000183;ABERTO;N;N;;;;;43992054.46;1000.00;43991054.46;43482272.98;43482065.88;0.00;0.00;486761.02;0.00;0.00;0.00;0.00;0.00;0.00;;486553.92;78901915000165;92.36;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;508781.48;0.00;0.00;0.00;0.00;;508781.48;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.768.886/0001-11;GRUMARI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;15.489.568/0001-95;INTRA INVESTIMENTOS DTVM LTDA;;52768886000111;FECHADO;N;N;;;;;5456201.39;155831.88;5300369.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;5283203.29;5190308.05;0.00;0.00;603764.70;0.00;0.00;0.00;0.00;0.00;0.00;;510869.46;22046467000105;1.10;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;7301.22;0.00;0.00;9865.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.794.422/0001-80;FIDC ESTRUTURADOS 51 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;52794422000180;FECHADO;N;N;;;;;21303565.31;0.00;21300007.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;26619.41;0.00;0.00;0.00;0.00;;26619.41;0.00;0.00;0.00;0.00;21273388.32;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3557.58;3557.58;0.00
Classe;52.804.600/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEN GROWTH SILOS RESPONSABILIDADE LIMITADA;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;OPEN GROWTH AGRO FIDC;52804600000106;FECHADO;N;N;;;;;116669161.59;1000.00;116667733.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;114209360.25;77799766.04;36409594.21;1539204.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;58764309000138;98.04;;;;;;;;;;;;;;;;;2458373.55;0.00;0.00;0.00;0.00;;2458373.55;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;427.79;427.79;0.00
Classe;52.808.215/0001-37;LUMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;S;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;52808215000137;FECHADO;N;N;;;;;68058044.04;0.00;68057840.34;65658426.11;65658426.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2214285.29;0.00;0.00;0.00;0.00;;2214285.29;0.00;185128.94;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;203.70;203.70;0.00
Classe;52.810.196/0001-83;FUNDODEINVESTIMENTOEMDIREITOSCREDITÓRIOS EMPÍRICA FUTURO PREVIDÊNCIA CONSIGNADO PÚBLICO II RESP LTDA;2025-02-28;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;FIDC EMPIRICA FUTURO PREVIDENCIA CONSIGNADO PUBLICO II;52810196000183;FECHADO;N;N;;;;;527644159.84;1115146.21;491747567.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;479462335.19;479888991.86;0.00;0.00;354855.12;0.00;0.00;0.00;0.00;0.00;0.00;;781511.79;;;;;;;;;;;;;;;;;;;10673980.31;0.00;0.00;0.00;0.00;;10673980.31;0.00;1611252.28;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;34267428.44;0.00;0.00;0.00;34267428.44;0.00;0.00;514017.41;0.00;514017.41
Classe;52.842.504/0001-52;REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;52842504000152;FECHADO;S;N;;;;;83370.35;357.94;83012.41;74455.05;0.00;0.00;0.00;248182.34;0.00;0.00;0.00;0.00;0.00;0.00;;173727.29;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;4906.75;0.00;0.00;0.00;0.00;;4906.75;0.00;3650.61;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.856.288/0001-02;GENIAL AGRO BOI BRASIL FI NAS CADEIAS PRODUTIVAS  AGRONEGÓCIO - DIREITOS CREDITÓRIOS FIAGRO;2025-02-28;S;45.246.410/0001-55;BANCO GENIAL S.A.;;52856288000102;FECHADO;N;N;;;;;19420665.23;498.34;19414976.63;19131346.35;0.00;0.00;0.00;22507466.29;0.00;0.00;0.00;0.00;0.00;0.00;;3376119.94;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;283630.28;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5190.26;5190.26;0.00
Classe;52.856.414/0001-10;DW CRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;52856414000110;FECHADO;S;N;;;;;59654907.50;0.00;59654907.50;50786632.01;50786632.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;8868275.49;0.00;0.00;0.00;0.00;;2692684.29;6175591.20;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.878.266/0001-35;SCORPIUS HIGH ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;52878266000135;FECHADO;N;S;;;;;20204412.64;0.00;20204284.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;327945.79;0.00;0.00;0.00;0.00;;0.00;327945.79;0.00;0.00;0.00;0.00;19876338.35;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;128.50;128.50;0.00
Classe;52.883.033/0001-20;BES CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;BES CARD FIDC;52883033000120;FECHADO;N;N;;;;;38737642.98;388959.22;38346528.71;15114518.15;0.00;0.00;0.00;113751630.41;0.00;5829624.97;0.00;0.00;0.00;0.00;;98637112.26;03847413000102;297.04;;;;;;;;;;;;;;;;;20392468.20;0.00;0.00;0.00;467099726.62;0.00;0.00;0.00;0.00;0.00;0.00;;446707258.42;03847413000102;1219.81;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;2839542.36;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2155.05;2155.05;0.00
Classe;52.891.630/0001-05;TOK&STOK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;TOK E STOK FIDC;52891630000105;FECHADO;N;N;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.892.178/0001-98;CISS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRESTAÇÃO DE SERVIÇOS;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;52892178000198;FECHADO;N;N;;;;;128256677.32;1000.00;128255280.45;58495384.66;58469694.92;0.00;0.00;33028.34;0.00;0.00;0.00;0.00;0.00;0.00;;7338.60;82213604000180;45.66;;;;;;;;;;;;;;;;;61994670.69;57939220.44;4077975.11;138659.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;22524.86;82213604000180;48.40;;;;;;;;;;;;;;;;;7427221.02;0.00;0.00;0.00;0.00;;7427221.02;0.00;338004.08;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;396.87;396.87;0.00
Classe;52.908.543/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEA BIOFINANCE;2025-02-28;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;52908543000105;FECHADO;N;N;;;;;148900189.89;139578.83;144378579.83;127786553.21;126482027.45;0.00;0.00;1528809.70;0.00;0.00;0.00;0.00;0.00;0.00;;224283.94;7483401000199;86.47;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;16592026.62;0.00;0.00;0.00;0.00;;16592026.62;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;1918551.11;0.00;1918551.11;0.00;0.00;0.00;0.00;2463480.12;2463480.12;0.00
Classe;52.910.525/0001-68;KMRBANK  FUNDO  DE  INVESTIMENTO  EM  DIREITOS  CREDITÓRIOS  RESPONSABILIDADE  LIMITADA;2025-02-28;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;52910525000168;FECHADO;N;N;;;;;44136525.91;25.39;44136500.52;44135357.78;43255755.62;0.00;0.00;894345.11;0.00;0.00;0.00;0.00;0.00;0.00;;14742.95;99999999999999;100.30;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1142.74;0.00;0.00;0.00;0.00;;1142.74;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.918.480/0001-78;AMC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;37.678.915/0001-60;FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;52918480000178;FECHADO;N;N;;;;;139809672.62;10.00;139809251.12;139335889.62;139335889.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;457296.06;0.00;0.00;0.00;0.00;;457296.06;0.00;16065.44;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;411.50;411.50;0.00
Classe;52.923.834/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COOPER CARD II - CRÉDITOS FINANCEIROS;2025-02-28;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;COOPER CARD II FIDC;52923834000172;FECHADO;N;N;;;;;16641879.36;0.00;16641879.36;15900982.59;15004057.08;0.00;0.00;6868574.30;0.00;0.00;0.00;0.00;0.00;0.00;;5971648.79;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;740896.77;0.00;0.00;0.00;0.00;;740896.77;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.953.168/0001-15;AGROBIOLÓGICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;52953168000115;FECHADO;N;N;;;;;31886383.18;0.00;31881741.36;29866477.16;28348717.08;0.00;0.00;3607748.99;0.00;0.00;0.00;0.00;0.00;0.00;;2089988.91;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1677701.72;0.00;0.00;0.00;0.00;;1677701.72;0.00;337562.48;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4641.82;4641.82;0.00
Classe;52.967.434/0001-69;LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;52967434000169;FECHADO;S;N;;;;;387857105.63;22077.18;387835028.45;387835028.45;387835028.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.968.533/0001-65;MCPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;MCPO FIDC;52968533000165;FECHADO;N;N;;;;;305865551.15;101.93;282775304.58;275539838.90;289460415.77;0.00;0.00;2367615.11;0.00;0.00;0.00;0.00;0.00;0.00;;16288191.98;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;7010424.03;0.00;0.00;0.00;0.00;;7010424.03;0.00;225041.65;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;23089348.48;0.00;0.00;0.00;23089348.48;0.00;0.00;796.16;0.00;796.16
Classe;52.982.703/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OSHER;2025-02-28;S;37.678.915/0001-60;FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;52982703000166;FECHADO;N;N;;;;;312851949.07;94.72;305351372.05;26791209.04;26791209.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9744468.91;0.00;0.00;0.00;0.00;;9744468.91;0.00;0.00;0.00;0.00;0.00;268815694.10;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7500482.30;7500482.30;0.00
Classe;52.984.899/0001-28;BANCOR FIDC DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COMERCIAIS;2025-02-28;S;45.246.410/0001-55;BANCO GENIAL S.A.;;52984899000128;FECHADO;N;N;;;;;97107804.87;4153.78;95343477.28;95243421.18;94935989.21;0.00;0.00;307431.97;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;14197209000363;0.54;5289245000366;0.30;14197209000100;0.13;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;100056.10;0.00;0.00;0.00;0.00;;100056.10;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1760173.81;1760173.81;0.00
Classe;52.989.090/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NOTO CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-02-28;N;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;FIDC NOTO CONSIGNADOS;52989090000199;FECHADO;N;N;;;;;761269709.45;5793.41;761263024.69;748014457.48;747942394.69;379478.76;379478.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;307415.97;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;12108874.58;0.00;0.00;0.00;0.00;;12108874.58;0.00;1139692.63;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;891.35;891.35;0.00
Classe;52.994.887/0001-84;ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;ZIPPI FIDC;52994887000184;FECHADO;N;N;;;;;99808061.31;474355.30;99303153.51;81198472.47;60709182.39;4235463.58;2507168.66;86397340.02;0.00;19621119.90;0.00;0.00;0.00;0.00;;70143513.52;29934678000123;148.46;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;17751649.67;0.00;0.00;0.00;0.00;;17751649.67;0.00;353031.37;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30552.50;30552.50;0.00
Classe;52.997.521/0001-69;UKF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;47.215.387/0001-67;CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;UKF;52997521000169;ABERTO;N;N;;;;;7743536.88;1973.80;7741563.08;6138202.53;6138202.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;52127258000157;79.61;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;1603360.55;0.00;0.00;0.00;0.00;;1603360.55;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.572/0001-90;ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;52997572000190;FECHADO;N;N;;;;;68916057.74;1000.00;68914738.74;65639861.95;65639861.95;0.00;0.00;43414.52;0.00;0.00;0.00;0.00;0.00;0.00;;43414.52;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3274876.79;0.00;0.00;0.00;0.00;;3274876.79;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;319.00;319.00;0.00
Classe;52.997.760/0001-19;ST 2001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC ST 2001;52997760000119;FECHADO;N;N;;;;;1240968.66;934.59;1239984.46;1221605.64;1221605.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;12130744000100;100.09;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;18378.82;0.00;0.00;0.00;0.00;;18378.82;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.61;49.61;0.00
